#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:      V_TAIL=-0.428346
        1318    -5.46549    -5.51481  0.00704253
        1319    -5.46521    -5.51478  0.00703729
        1320     -5.4653    -5.51474  0.00703206
        1321      -5.465     -5.5147  0.00702684
        1322    -5.46431    -5.51466  0.00702163
        1323    -5.46401    -5.51462  0.00701642
        1324    -5.46394    -5.51459  0.00701123
        1325     -5.4632    -5.51455  0.00700604
        1326    -5.46286    -5.51451  0.00700087
        1327    -5.46264    -5.51447   0.0069957
        1328    -5.46208    -5.51443  0.00699055
        1329     -5.4612    -5.51439   0.0069854
        1330    -5.46062    -5.51435  0.00698026
        1331    -5.45991    -5.51431  0.00697514
        1332    -5.45967    -5.51427  0.00697002
        1333    -5.45858    -5.51422  0.00696492
        1334    -5.45831    -5.51418  0.00695983
        1335    -5.45827    -5.51414  0.00695474
        1336    -5.45819     -5.5141  0.00694966
        1337    -5.45777    -5.51406  0.00694459
        1338    -5.45809    -5.51402  0.00693952
        1339    -5.45842    -5.51397  0.00693447
        1340    -5.45847    -5.51393  0.00692941
        1341    -5.45963    -5.51389  0.00692437
        1342    -5.46039    -5.51385  0.00691932
        1343    -5.46152    -5.51381  0.00691428
        1344    -5.46259    -5.51377  0.00690924
        1345     -5.4639    -5.51374   0.0069042
        1346    -5.46548     -5.5137  0.00689916
        1347    -5.46673    -5.51367  0.00689413
        1348      -5.469    -5.51363   0.0068891
        1349     -5.4717     -5.5136  0.00688406
        1350    -5.47423    -5.51357  0.00687902
        1351    -5.47734    -5.51355  0.00687398
        1352    -5.48102    -5.51352  0.00686894
        1353    -5.48451     -5.5135   0.0068639
        1354     -5.4884    -5.51348  0.00685885
        1355    -5.49239    -5.51347  0.00685381
        1356     -5.4963    -5.51345  0.00684877
        1357    -5.50101    -5.51345  0.00684372
        1358    -5.50532    -5.51344  0.00683869
        1359    -5.51023    -5.51344  0.00683366
        1360    -5.51574    -5.51344  0.00682863
        1361    -5.52106    -5.51344  0.00682362
        1362    -5.52616    -5.51345  0.00681861
        1363    -5.53101    -5.51347  0.00681362
        1364    -5.53619    -5.51348  0.00680865
        1365     -5.5412     -5.5135  0.00680369
        1366    -5.54649    -5.51353  0.00679875
        1367     -5.5511    -5.51356  0.00679383
        1368    -5.55606    -5.51359  0.00678894
        1369    -5.56089    -5.51362  0.00678407
        1370    -5.56541    -5.51366  0.00677922
        1371    -5.57035     -5.5137   0.0067744
        1372    -5.57521    -5.51374  0.00676961
        1373    -5.57938    -5.51379  0.00676485
        1374    -5.58297    -5.51384  0.00676012
        1375    -5.58671     -5.5139  0.00675541
        1376    -5.58968    -5.51395  0.00675072
        1377      -5.592    -5.51401  0.00674606
        1378    -5.59441    -5.51407  0.00674141
        1379    -5.59629    -5.51413  0.00673679
        1380    -5.59791    -5.51419  0.00673218
        1381    -5.59941    -5.51425  0.00672759
        1382    -5.60048    -5.51431  0.00672301
        1383    -5.60049    -5.51437  0.00671844
        1384    -5.60021    -5.51443  0.00671387
        1385    -5.59992     -5.5145  0.00670931
        1386     -5.5987    -5.51456  0.00670474
        1387    -5.59657    -5.51462  0.00670017
        1388    -5.59442    -5.51467  0.00669559
        1389    -5.59181    -5.51473    0.006691
        1390    -5.58935    -5.51478   0.0066864
        1391    -5.58598    -5.51483  0.00668179
        1392    -5.58201    -5.51488  0.00667716
        1393    -5.57808    -5.51493  0.00667252
        1394    -5.57358    -5.51497  0.00666787
        1395    -5.56854    -5.51501   0.0066632
        1396    -5.56253    -5.51504  0.00665851
        1397    -5.55677    -5.51507  0.00665381
        1398    -5.55054     -5.5151   0.0066491
        1399    -5.54402    -5.51512  0.00664438
        1400    -5.53725    -5.51513  0.00663965
        1401    -5.53069    -5.51515  0.00663492
        1402     -5.5238    -5.51515  0.00663019
        1403    -5.51676    -5.51515  0.00662547
        1404     -5.5096    -5.51515  0.00662075
        1405    -5.50207    -5.51514  0.00661605
        1406    -5.49482    -5.51512  0.00661136
        1407    -5.48697     -5.5151  0.00660669
        1408    -5.47962    -5.51508  0.00660204
        1409    -5.47252    -5.51505  0.00659743
        1410    -5.46465    -5.51501  0.00659284
        1411    -5.45756    -5.51497   0.0065883
        1412    -5.45083    -5.51493  0.00658379
        1413    -5.44433    -5.51488  0.00657932
        1414    -5.43826    -5.51482  0.00657489
        1415    -5.43203    -5.51476   0.0065705
        1416    -5.42612     -5.5147  0.00656616
        1417     -5.4207    -5.51464  0.00656186
        1418    -5.41548    -5.51457  0.00655761
        1419    -5.41107    -5.51449  0.00655339
        1420    -5.40673    -5.51442  0.00654922
        1421    -5.40305    -5.51434  0.00654508
        1422    -5.40004    -5.51426  0.00654097
        1423    -5.39785    -5.51418  0.00653688
        1424     -5.3951    -5.51409  0.00653283
        1425      -5.393    -5.51401  0.00652879
        1426    -5.39123    -5.51392  0.00652478
        1427    -5.38963    -5.51383  0.00652079
        1428    -5.38862    -5.51375  0.00651681
        1429    -5.38715    -5.51366  0.00651286
        1430    -5.38625    -5.51357  0.00650891
        1431    -5.38576    -5.51348  0.00650498
        1432    -5.38521    -5.51339  0.00650105
        1433    -5.38535     -5.5133  0.00649713
        1434    -5.38539    -5.51321  0.00649321
        1435    -5.38595    -5.51312  0.00648929
        1436    -5.38639    -5.51304  0.00648537
        1437    -5.38702    -5.51295  0.00648145
        1438    -5.38782    -5.51286  0.00647753
        1439    -5.38862    -5.51277   0.0064736
        1440    -5.38973    -5.51269  0.00646967
        1441    -5.39052     -5.5126  0.00646573
        1442    -5.39175    -5.51252  0.00646179
        1443    -5.39295    -5.51244  0.00645785
        1444    -5.39472    -5.51236  0.00645389
        1445    -5.39658    -5.51228  0.00644992
        1446    -5.39824     -5.5122  0.00644594
        1447    -5.39998    -5.51212  0.00644195
        1448    -5.40209    -5.51204  0.00643795
        1449    -5.40441    -5.51197  0.00643394
        1450    -5.40677     -5.5119  0.00642991
        1451     -5.4087    -5.51183  0.00642587
        1452    -5.41035    -5.51176  0.00642183
        1453      -5.412    -5.51169  0.00641777
        1454    -5.41393    -5.51162  0.00641371
        1455    -5.41569    -5.51155  0.00640964
        1456     -5.4177    -5.51149  0.00640557
        1457     -5.4198    -5.51143  0.00640148
        1458    -5.42153    -5.51136  0.00639738
        1459    -5.42287     -5.5113  0.00639329
        1460    -5.42425    -5.51124  0.00638919
        1461    -5.42598    -5.51119  0.00638508
        1462     -5.4282    -5.51113  0.00638096
        1463    -5.42954    -5.51107  0.00637685
        1464    -5.43058    -5.51102  0.00637273
        1465     -5.4318    -5.51096  0.00636861
        1466    -5.43258    -5.51091  0.00636449
        1467    -5.43292    -5.51086  0.00636037
        1468    -5.43283     -5.5108  0.00635626
        1469    -5.43307    -5.51075  0.00635215
        1470     -5.4338     -5.5107  0.00634805
        1471    -5.43427    -5.51065  0.00634395
        1472     -5.4348     -5.5106  0.00633985
        1473    -5.43465    -5.51054  0.00633575
        1474    -5.43459    -5.51049  0.00633166
        1475     -5.4345    -5.51044  0.00632758
        1476    -5.43423    -5.51039   0.0063235
        1477    -5.43382    -5.51034  0.00631943
        1478    -5.43358    -5.51029  0.00631537
        1479    -5.43354    -5.51023  0.00631131
        1480    -5.43371    -5.51018  0.00630726
        1481     -5.4338    -5.51013  0.00630321
        1482     -5.4337    -5.51008  0.00629917
        1483    -5.43461    -5.51003  0.00629513
        1484    -5.43503    -5.50998  0.00629109
        1485    -5.43514    -5.50993  0.00628706
        1486    -5.43627    -5.50988  0.00628302
        1487    -5.43679    -5.50983  0.00627899
        1488    -5.43773    -5.50978  0.00627495
        1489    -5.43909    -5.50973  0.00627092
        1490    -5.44056    -5.50969  0.00626688
        1491    -5.44197    -5.50964  0.00626284
        1492    -5.44269     -5.5096  0.00625881
        1493    -5.44452    -5.50955  0.00625477
        1494    -5.44638    -5.50951  0.00625072
        1495    -5.44808    -5.50947  0.00624668
        1496    -5.44975    -5.50943  0.00624263
        1497    -5.45121    -5.50939  0.00623858
        1498    -5.45242    -5.50935  0.00623453
        1499    -5.45397    -5.50931  0.00623048
        1500    -5.45491    -5.50928  0.00622643
        1501    -5.45551    -5.50924  0.00622239
        1502    -5.45621    -5.50921  0.00621835
        1503    -5.45681    -5.50917  0.00621431
        1504    -5.45671    -5.50914  0.00621027
        1505    -5.45662     -5.5091  0.00620625
        1506    -5.45638    -5.50907  0.00620222
        1507    -5.45508    -5.50903  0.00619821
        1508     -5.4542      -5.509  0.00619421
        1509    -5.45299    -5.50896  0.00619021
        1510    -5.45176    -5.50892  0.00618623
        1511    -5.45003    -5.50888  0.00618226
        1512    -5.44753    -5.50884   0.0061783
        1513    -5.44547     -5.5088  0.00617436
        1514    -5.44265    -5.50876  0.00617044
        1515       -5.44    -5.50871  0.00616653
        1516    -5.43632    -5.50866  0.00616265
        1517     -5.4327    -5.50861  0.00615879
        1518    -5.42871    -5.50856  0.00615496
        1519    -5.42407     -5.5085  0.00615116
        1520    -5.41973    -5.50845  0.00614739
        1521    -5.41511    -5.50838  0.00614365
        1522    -5.41055    -5.50832  0.00613995
        1523    -5.40607    -5.50825  0.00613629
        1524    -5.40141    -5.50818  0.00613266
        1525    -5.39691    -5.50811  0.00612907
        1526    -5.39169    -5.50803  0.00612553
        1527    -5.38746    -5.50795  0.00612203
        1528    -5.38272    -5.50787  0.00611857
        1529    -5.37887    -5.50779  0.00611515
        1530    -5.37488     -5.5077  0.00611177
        1531    -5.37078    -5.50761  0.00610843
        1532     -5.3678    -5.50752  0.00610513
        1533     -5.3643    -5.50743  0.00610186
        1534    -5.36121    -5.50733  0.00609863
        1535    -5.35854    -5.50724  0.00609543
        1536    -5.35571    -5.50714  0.00609225
        1537    -5.35348    -5.50704  0.00608911
        1538    -5.35141    -5.50694  0.00608599
        1539    -5.34965    -5.50683   0.0060829
        1540    -5.34821    -5.50673  0.00607982
        1541    -5.34678    -5.50663  0.00607676
        1542    -5.34658    -5.50652   0.0060737
        1543    -5.34579    -5.50642  0.00607066
        1544    -5.34545    -5.50631  0.00606762
        1545    -5.34556    -5.50621  0.00606459
        1546    -5.34626    -5.50611  0.00606155
        1547    -5.34678      -5.506  0.00605851
        1548    -5.34785     -5.5059  0.00605545
        1549    -5.34948     -5.5058  0.00605239
        1550    -5.35058     -5.5057  0.00604931
        1551     -5.3522     -5.5056  0.00604622
        1552    -5.35387     -5.5055  0.00604311
        1553    -5.35572    -5.50541  0.00603999
        1554    -5.35789    -5.50531  0.00603685
        1555    -5.36021    -5.50522  0.00603369
        1556    -5.36281    -5.50513  0.00603051
        1557    -5.36554    -5.50504   0.0060273
        1558    -5.36867    -5.50495  0.00602407
        1559    -5.37157    -5.50486  0.00602081
        1560    -5.37395    -5.50478  0.00601754
        1561    -5.37713     -5.5047  0.00601424
        1562     -5.3805    -5.50462  0.00601091
        1563    -5.38344    -5.50454  0.00600757
        1564    -5.38623    -5.50447   0.0060042
        1565    -5.38885    -5.50439  0.00600082
        1566    -5.39176    -5.50432  0.00599742
        1567    -5.39462    -5.50425    0.005994
        1568    -5.39743    -5.50418  0.00599056
        1569    -5.40048    -5.50412  0.00598711
        1570    -5.40316    -5.50405  0.00598364
        1571    -5.40559    -5.50399  0.00598016
        1572    -5.40794    -5.50393  0.00597667
        1573    -5.41033    -5.50387  0.00597317
        1574    -5.41247    -5.50381  0.00596965
        1575    -5.41449    -5.50375  0.00596613
        1576     -5.4164     -5.5037   0.0059626
        1577    -5.41849    -5.50364  0.00595907
        1578    -5.42032    -5.50359  0.00595553
        1579    -5.42217    -5.50354  0.00595198
        1580    -5.42406    -5.50349  0.00594842
        1581    -5.42539    -5.50344  0.00594487
        1582    -5.42659    -5.50339  0.00594131
        1583    -5.42754    -5.50334  0.00593775
        1584    -5.42884     -5.5033  0.00593418
        1585     -5.4302    -5.50325  0.00593062
        1586    -5.43132    -5.50321  0.00592705
        1587    -5.43236    -5.50316  0.00592349
        1588    -5.43394    -5.50312  0.00591992
        1589    -5.43516    -5.50307  0.00591635
        1590    -5.43633    -5.50303  0.00591277
        1591    -5.43687    -5.50299   0.0059092
        1592    -5.43738    -5.50295  0.00590563
        1593    -5.43773    -5.50291  0.00590207
        1594    -5.43899    -5.50287   0.0058985
        1595    -5.43951    -5.50283  0.00589494
        1596    -5.44021    -5.50279  0.00589138
        1597    -5.44125    -5.50275  0.00588781
        1598    -5.44233    -5.50271  0.00588425
        1599    -5.44286    -5.50268  0.00588069
        1600     -5.4436    -5.50264  0.00587713
        1601    -5.44471     -5.5026  0.00587357
        1602    -5.44558    -5.50257  0.00587001
        1603    -5.44681    -5.50253  0.00586645
        1604    -5.44765     -5.5025  0.00586289
        1605    -5.44899    -5.50246  0.00585934
        1606    -5.45022    -5.50243  0.00585578
        1607    -5.45102     -5.5024  0.00585222
        1608    -5.45244    -5.50237  0.00584866
        1609      -5.454    -5.50234  0.00584511
        1610    -5.45523    -5.50231  0.00584155
        1611    -5.45641    -5.50228  0.00583799
        1612    -5.45736    -5.50225  0.00583444
        1613    -5.45882    -5.50223  0.00583088
        1614    -5.45971     -5.5022  0.00582733
        1615    -5.45999    -5.50217  0.00582378
        1616    -5.46102    -5.50215  0.00582023
        1617     -5.4617    -5.50212  0.00581669
        1618    -5.46186     -5.5021  0.00581314
        1619    -5.46163    -5.50207  0.00580961
        1620    -5.46116    -5.50205  0.00580608
        1621    -5.46042    -5.50202  0.00580255
        1622    -5.45956      -5.502  0.00579903
        1623    -5.45842    -5.50197  0.00579552
        1624    -5.45714    -5.50194  0.00579202
        1625    -5.45513    -5.50191  0.00578853
        1626      -5.453    -5.50188  0.00578505
        1627    -5.45074    -5.50185  0.00578157
        1628    -5.44823    -5.50182  0.00577812
        1629    -5.44562    -5.50178  0.00577467
        1630    -5.44218    -5.50175  0.00577125
        1631    -5.43869    -5.50171  0.00576784
        1632    -5.43532    -5.50167  0.00576445
        1633    -5.43133    -5.50163  0.00576108
        1634    -5.42737    -5.50158  0.00575773
        1635    -5.42286    -5.50153  0.00575441
        1636    -5.41904    -5.50148  0.00575111
        1637    -5.41563    -5.50143  0.00574784
        1638    -5.41176    -5.50137  0.00574459
        1639    -5.40821    -5.50132  0.00574137
        1640    -5.40488    -5.50126  0.00573817
        1641    -5.40057     -5.5012    0.005735
        1642    -5.39683    -5.50113  0.00573186
        1643    -5.39337    -5.50107  0.00572875
        1644    -5.39009      -5.501  0.00572566
        1645    -5.38683    -5.50093   0.0057226
        1646    -5.38423    -5.50086  0.00571956
        1647    -5.38171    -5.50079  0.00571655
        1648    -5.37957    -5.50071  0.00571355
        1649    -5.37723    -5.50064  0.00571058
        1650    -5.37529    -5.50056  0.00570762
        1651    -5.37437    -5.50049  0.00570468
        1652    -5.37342    -5.50041  0.00570174
        1653    -5.37229    -5.50033  0.00569882
        1654    -5.37142    -5.50025  0.00569591
        1655    -5.37112    -5.50018    0.005693
        1656    -5.37078     -5.5001   0.0056901
        1657    -5.37084    -5.50002   0.0056872
        1658    -5.37113    -5.49994   0.0056843
        1659    -5.37181    -5.49987   0.0056814
        1660    -5.37226    -5.49979  0.00567849
        1661    -5.37321    -5.49971  0.00567559
        1662    -5.37405    -5.49964  0.00567268
        1663    -5.37507    -5.49956  0.00566976
        1664    -5.37625    -5.49949  0.00566684
        1665    -5.37728    -5.49941  0.00566391
        1666    -5.37844    -5.49934  0.00566097
        1667    -5.38001    -5.49927  0.00565803
        1668    -5.38229     -5.4992  0.00565507
        1669    -5.38405    -5.49913  0.00565211
        1670    -5.38618    -5.49906  0.00564913
        1671    -5.38822      -5.499  0.00564613
        1672    -5.39015    -5.49893  0.00564313
        1673    -5.39226    -5.49887  0.00564012
        1674     -5.3947    -5.49881  0.00563709
        1675    -5.39684    -5.49875  0.00563406
        1676    -5.39868    -5.49869  0.00563101
        1677    -5.40052    -5.49863  0.00562796
        1678     -5.4022    -5.49857   0.0056249
        1679    -5.40462    -5.49851  0.00562183
        1680    -5.40642    -5.49846  0.00561875
        1681    -5.40834    -5.49841  0.00561566
        1682     -5.4104    -5.49835  0.00561257
        1683    -5.41245     -5.4983  0.00560946
        1684    -5.41479    -5.49825  0.00560635
        1685    -5.41697     -5.4982  0.00560323
        1686    -5.41901    -5.49816   0.0056001
        1687    -5.42091    -5.49811  0.00559697
        1688    -5.42315    -5.49807  0.00559383
        1689    -5.42528    -5.49802  0.00559069
        1690    -5.42793    -5.49798  0.00558753
        1691    -5.42989    -5.49794  0.00558437
        1692    -5.43226     -5.4979  0.00558121
        1693    -5.43397    -5.49787  0.00557804
        1694    -5.43657    -5.49783  0.00557486
        1695     -5.4393    -5.49779  0.00557168
        1696    -5.44204    -5.49776  0.00556849
        1697    -5.44494    -5.49773   0.0055653
        1698    -5.44831     -5.4977   0.0055621
        1699    -5.45154    -5.49767  0.00555889
        1700    -5.45495    -5.49765  0.00555568
        1701    -5.45853    -5.49763  0.00555246
        1702    -5.46196    -5.49761  0.00554924
        1703    -5.46568    -5.49759  0.00554601
        1704    -5.46966    -5.49757  0.00554278
        1705    -5.47375    -5.49756  0.00553954
        1706    -5.47791    -5.49754  0.00553631
        1707    -5.48271    -5.49754  0.00553307
        1708    -5.48678    -5.49753  0.00552984
        1709    -5.49097    -5.49753   0.0055266
        1710    -5.49512    -5.49752  0.00552337
        1711    -5.49949    -5.49753  0.00552014
        1712     -5.5036    -5.49753  0.00551692
        1713    -5.50756    -5.49753   0.0055137
        1714    -5.51182    -5.49754  0.00551049
        1715    -5.51527    -5.49755  0.00550729
        1716    -5.51837    -5.49757  0.00550409
        1717    -5.52183    -5.49758   0.0055009
        1718     -5.5246     -5.4976  0.00549773
        1719    -5.52757    -5.49761  0.00549455
        1720    -5.53011    -5.49763  0.00549139
        1721    -5.53207    -5.49765  0.00548824
        1722    -5.53375    -5.49767  0.00548509
        1723    -5.53576    -5.49769  0.00548195
        1724    -5.53702    -5.49772  0.00547882
        1725    -5.53756    -5.49774  0.00547569
        1726    -5.53828    -5.49776  0.00547257
        1727    -5.53903    -5.49779  0.00546945
        1728    -5.53936    -5.49781  0.00546634
        1729    -5.53929    -5.49784  0.00546323
        1730    -5.53912    -5.49786  0.00546013
        1731    -5.53872    -5.49788  0.00545702
        1732    -5.53793    -5.49791  0.00545392
        1733    -5.53738    -5.49793  0.00545082
        1734    -5.53646    -5.49795  0.00544772
        1735     -5.5352    -5.49797  0.00544463
        1736    -5.53374    -5.49799  0.00544153
        1737    -5.53179    -5.49801  0.00543843
        1738    -5.52982    -5.49803  0.00543533
        1739    -5.52784    -5.49805  0.00543223
        1740    -5.52569    -5.49806  0.00542914
        1741     -5.5231    -5.49808  0.00542604
        1742    -5.52067    -5.49809  0.00542294
        1743     -5.5178     -5.4981  0.00541984
        1744    -5.51541    -5.49811  0.00541674
        1745    -5.51213    -5.49812  0.00541364
        1746     -5.5092    -5.49813  0.00541054
        1747    -5.50601    -5.49813  0.00540745
        1748    -5.50241    -5.49813  0.00540436
        1749    -5.49902    -5.49814  0.00540127
        1750    -5.49583    -5.49813  0.00539818
        1751    -5.49196    -5.49813   0.0053951
        1752    -5.48831    -5.49812  0.00539202
        1753    -5.48504    -5.49812  0.00538895
        1754     -5.4811    -5.49811  0.00538589
        1755     -5.4771     -5.4981  0.00538283
        1756    -5.47335    -5.49808  0.00537978
        1757    -5.46924    -5.49807  0.00537675
        1758     -5.4651    -5.49805  0.00537372
        1759    -5.46121    -5.49803  0.00537071
        1760    -5.45745      -5.498  0.00536771
        1761     -5.4532    -5.49798  0.00536472
        1762    -5.44925    -5.49795  0.00536174
        1763    -5.44528    -5.49792  0.00535879
        1764      -5.441    -5.49789  0.00535585
        1765    -5.43657    -5.49785  0.00535292
        1766    -5.43244    -5.49782  0.00535002
        1767    -5.42864    -5.49778  0.00534714
        1768    -5.42454    -5.49773  0.00534427
        1769    -5.42093    -5.49769  0.00534143
        1770     -5.4172    -5.49765   0.0053386
        1771    -5.41275     -5.4976   0.0053358
        1772    -5.40895    -5.49755  0.00533303
        1773    -5.40521     -5.4975  0.00533027
        1774    -5.40107    -5.49744  0.00532755
        1775     -5.3973    -5.49739  0.00532484
        1776     -5.3936    -5.49733  0.00532217
        1777    -5.39059    -5.49727  0.00531951
        1778    -5.38707     -5.4972  0.00531688
        1779    -5.38364    -5.49714  0.00531427
        1780    -5.38048    -5.49708  0.00531169
        1781    -5.37728    -5.49701  0.00530914
        1782    -5.37406    -5.49694   0.0053066
        1783    -5.37128    -5.49687   0.0053041
        1784     -5.3685     -5.4968  0.00530161
        1785    -5.36557    -5.49672  0.00529915
        1786    -5.36372    -5.49665  0.00529671
        1787    -5.36174    -5.49657  0.00529428
        1788    -5.35935     -5.4965  0.00529188
        1789    -5.35731    -5.49642  0.00528949
        1790    -5.35578    -5.49634  0.00528712
        1791      -5.354    -5.49626  0.00528476
        1792    -5.35228    -5.49618  0.00528243
        1793     -5.3514     -5.4961   0.0052801
        1794    -5.35043    -5.49602  0.00527778
        1795    -5.34985    -5.49594  0.00527547
        1796    -5.34933    -5.49586  0.00527316
        1797    -5.34874    -5.49577  0.00527086
        1798    -5.34881    -5.49569  0.00526856
        1799    -5.34895    -5.49561  0.00526627
        1800    -5.34945    -5.49553  0.00526397
        1801    -5.35014    -5.49545  0.00526166
        1802    -5.35116    -5.49537  0.00525935
        1803    -5.35176    -5.49529  0.00525704
        1804    -5.35281    -5.49521  0.00525472
        1805    -5.35447    -5.49513  0.00525238
        1806     -5.3558    -5.49505  0.00525004
        1807      -5.358    -5.49498  0.00524768
        1808     -5.3594     -5.4949  0.00524532
        1809    -5.36118    -5.49483  0.00524294
        1810    -5.36317    -5.49476  0.00524055
        1811    -5.36476    -5.49468  0.00523814
        1812    -5.36654    -5.49461  0.00523573
        1813    -5.36879    -5.49454   0.0052333
        1814    -5.37044    -5.49448  0.00523087
        1815    -5.37238    -5.49441  0.00522842
        1816    -5.37416    -5.49434  0.00522596
        1817    -5.37651    -5.49428  0.00522348
        1818    -5.37837    -5.49421    0.005221
        1819    -5.38048    -5.49415   0.0052185
        1820    -5.38223    -5.49409    0.005216
        1821    -5.38422    -5.49403  0.00521348
        1822    -5.38524    -5.49397  0.00521096
        1823    -5.38678    -5.49391  0.00520844
        1824    -5.38781    -5.49385  0.00520591
        1825    -5.38966     -5.4938  0.00520337
        1826    -5.39098    -5.49374  0.00520082
        1827    -5.39176    -5.49368  0.00519827
        1828    -5.39277    -5.49363  0.00519572
        1829    -5.39356    -5.49357  0.00519317
        1830    -5.39427    -5.49352  0.00519062
        1831    -5.39507    -5.49347  0.00518806
        1832    -5.39565    -5.49341   0.0051855
        1833    -5.39677    -5.49336  0.00518294
        1834    -5.39785    -5.49331  0.00518038
        1835    -5.39858    -5.49326  0.00517781
        1836    -5.39928    -5.49321  0.00517524
        1837    -5.39996    -5.49315  0.00517268
        1838    -5.40109     -5.4931   0.0051701
        1839    -5.40147    -5.49305  0.00516753
        1840    -5.40188      -5.493  0.00516496
        1841    -5.40278    -5.49296  0.00516239
        1842    -5.40343    -5.49291  0.00515982
        1843    -5.40462    -5.49286  0.00515724
        1844    -5.40546    -5.49281  0.00515466
        1845    -5.40687    -5.49277  0.00515208
        1846    -5.40843    -5.49272  0.00514949
        1847    -5.40985    -5.49267  0.00514689
        1848     -5.4113    -5.49263   0.0051443
        1849    -5.41296    -5.49259   0.0051417
        1850      -5.415    -5.49255  0.00513909
        1851    -5.41697     -5.4925  0.00513647
        1852    -5.41949    -5.49247  0.00513385
        1853    -5.42228    -5.49243  0.00513122
        1854    -5.42534    -5.49239  0.00512858
        1855    -5.42836    -5.49236  0.00512593
        1856    -5.43165    -5.49232  0.00512327
        1857     -5.4358    -5.49229  0.00512061
        1858     -5.4399    -5.49227  0.00511793
        1859    -5.44409    -5.49224  0.00511524
        1860    -5.44879    -5.49222  0.00511254
        1861    -5.45353     -5.4922  0.00510984
        1862    -5.45829    -5.49218  0.00510713
        1863    -5.46349    -5.49216  0.00510441
        1864    -5.46895    -5.49215  0.00510169
        1865    -5.47388    -5.49214  0.00509896
        1866    -5.47962    -5.49213  0.00509623
        1867    -5.48522    -5.49213   0.0050935
        1868    -5.49065    -5.49213  0.00509078
        1869    -5.49588    -5.49213  0.00508805
        1870    -5.50134    -5.49214  0.00508533
        1871    -5.50654    -5.49214  0.00508262
        1872    -5.51114    -5.49215  0.00507992
        1873    -5.51619    -5.49217  0.00507722
        1874    -5.52045    -5.49218  0.00507453
        1875    -5.52464     -5.4922  0.00507186
        1876    -5.52876    -5.49222  0.00506919
        1877    -5.53262    -5.49224  0.00506654
        1878    -5.53606    -5.49226  0.00506389
        1879    -5.53921    -5.49229  0.00506126
        1880    -5.54206    -5.49231  0.00505864
        1881     -5.5446    -5.49234  0.00505602
        1882    -5.54651    -5.49237  0.00505342
        1883    -5.54855     -5.4924  0.00505082
        1884    -5.55039    -5.49243  0.00504824
        1885    -5.55188    -5.49246  0.00504566
        1886    -5.55333     -5.4925  0.00504308
        1887    -5.55397    -5.49253  0.00504052
        1888    -5.55457    -5.49256  0.00503795
        1889    -5.55453    -5.49259  0.00503539
        1890    -5.55415    -5.49263  0.00503284
        1891    -5.55315    -5.49266  0.00503028
        1892    -5.55229    -5.49269  0.00502772
        1893    -5.55115    -5.49272  0.00502515
        1894    -5.54927    -5.49275  0.00502259
        1895    -5.54716    -5.49278  0.00502002
        1896    -5.54467    -5.49281  0.00501745
        1897    -5.54274    -5.49283  0.00501487
        1898    -5.54005    -5.49286  0.00501229
        1899    -5.53706    -5.49288  0.00500971
        1900    -5.53427     -5.4929  0.00500712
        1901     -5.5314    -5.49292  0.00500452
        1902    -5.52894    -5.49294  0.00500193
        1903    -5.52645    -5.49296  0.00499933
        1904    -5.52336    -5.49298  0.00499673
        1905    -5.52044    -5.49299  0.00499413
        1906    -5.51787      -5.493  0.00499153
        1907    -5.51505    -5.49301  0.00498892
        1908    -5.51246    -5.49302  0.00498632
        1909     -5.5101    -5.49303  0.00498371
        1910    -5.50784    -5.49304  0.00498111
        1911    -5.50551    -5.49305  0.00497851
        1912    -5.50342    -5.49305  0.00497591
        1913    -5.50157    -5.49306  0.00497331
        1914    -5.49935    -5.49306  0.00497071
        1915     -5.4975    -5.49306  0.00496812
        1916    -5.49602    -5.49306  0.00496552
        1917     -5.4943    -5.49307  0.00496293
        1918    -5.49233    -5.49307  0.00496035
        1919    -5.49039    -5.49306  0.00495776
        1920    -5.48833    -5.49306  0.00495518
        1921    -5.48643    -5.49306   0.0049526
        1922    -5.48484    -5.49305  0.00495003
        1923    -5.48265    -5.49305  0.00494745
        1924    -5.48075    -5.49304  0.00494489
        1925    -5.47914    -5.49303  0.00494232
        1926     -5.4769    -5.49303  0.00493976
        1927    -5.47433    -5.49302  0.00493721
        1928    -5.47249    -5.49301  0.00493466
        1929    -5.47046    -5.49299  0.00493212
        1930    -5.46914    -5.49298  0.00492958
        1931    -5.46733    -5.49297  0.00492704
        1932    -5.46519    -5.49295  0.00492451
        1933     -5.4633    -5.49294  0.00492199
        1934    -5.46093    -5.49292  0.00491947
        1935    -5.45883     -5.4929  0.00491696
        1936    -5.45671    -5.49289  0.00491446
        1937    -5.45517    -5.49287  0.00491196
        1938    -5.45317    -5.49285  0.00490947
        1939    -5.45116    -5.49282  0.00490698
        1940    -5.44932     -5.4928   0.0049045
        1941    -5.44689    -5.49278  0.00490203
        1942    -5.44495    -5.49275  0.00489957
        1943    -5.44291    -5.49273  0.00489712
        1944    -5.44077     -5.4927  0.00489467
        1945    -5.43917    -5.49267  0.00489223
        1946     -5.4372    -5.49265   0.0048898
        1947    -5.43548    -5.49262  0.00488738
        1948    -5.43389    -5.49259  0.00488496
        1949    -5.43244    -5.49255  0.00488255
        1950    -5.43144    -5.49252  0.00488015
        1951     -5.4303    -5.49249  0.00487775
        1952    -5.42904    -5.49246  0.00487536
